Name;Group;Item;Comment;Logged;Type;LogDB;MinRaw;MaxRaw;MinEu;MaxEu;OnMsged;OnMsg;offMsged;OffMsg;Val;AlarmMsg;AlarmLevel;AlarmCase;AlarmConst;DeadBaund;EU;RW
vs10gr;vs;ВС-10;Л-18П-9 отпайка на Порожки (п.Чална)(КРУН-6)(МТЗ)(ТОЛ-10-1-2 75/5)(ПСК);false;11;0;0;1;0;1;true;ВС-10 Заземлен;true;ВС-10 Не заземлен;0;;0;0;0;0;0;3
vs11gr;vs;ВС-11;Л-2П-15 ''Косалма-Кончезеро''(ПСК);false;11;0;0;1;0;1;true;ВС-11 Заземлен;true;ВС-11 Не заземлен;0;;0;0;0;0;0;3
vs12gr;vs;ВС-12;Л-82-4 отпайка на СОТ ''Монтажник'' (П.Сельга)(СОТ);false;11;0;0;1;0;1;true;ВС-12 Заземлен;true;ВС-12 Не заземлен;0;;0;0;0;0;0;3
vs13gr;vs;ВС-13;Л-82-4 отпайка на П.Сельгу (Л.Ветка)(ВВ/TEL-10-20/1000)(МТЗ)(ТОЛ-101-2 У2)(ПСК);false;11;0;0;1;0;1;true;ВС-13 Заземлен;true;ВС-13 Не заземлен;0;;0;0;0;0;0;3
vs14gr;vs;ВС-14;ОРУ-10 кВ ТП-1 со стороны Шуйской Чупы Л-2П-15(ПСК);false;11;0;0;1;0;1;true;ВС-14 Заземлен;true;ВС-14 Не заземлен;0;;0;0;0;0;0;3
vs15gr;vs;ВС-15;ОРУ-6 кВ ТП-1 (1600 кВА) со стороны Л-21-7(ПСК);false;11;0;0;1;0;1;true;ВС-15 Заземлен;true;ВС-15 Не заземлен;0;;0;0;0;0;0;3
vs16gr;vs;ВС-16;Л-18П-3 отпайка на ТП-365(КРУН-6)(Аэронавигация);false;11;0;0;1;0;1;true;ВС-16 Заземлен;true;ВС-16 Не заземлен;0;;0;0;0;0;0;3
vs17gr;vs;ВС-17;РУ-6 кВ ТП-29 с Л-21-7(ПСК);false;11;0;0;1;0;1;true;ВС-17 Заземлен;true;ВС-17 Не заземлен;0;;0;0;0;0;0;3
vs18gr;vs;ВС-18;РУ-6 кВ ТП-29 с Л-21-11(ПСК);false;11;0;0;1;0;1;true;ВС-18 Заземлен;true;ВС-18 Не заземлен;0;;0;0;0;0;0;3
vs19gr;vs;ВС-19;РУ-6 кВ ТП-29 секционный(ПСК);false;11;0;0;1;0;1;true;ВС-19 Заземлен;true;ВС-19 Не заземлен;0;;0;0;0;0;0;3
vs20gr;vs;ВС-20;РУ-6 кВ ТП-29 с Л-18П-3(ПСК);false;11;0;0;1;0;1;true;ВС-20 Заземлен;true;ВС-20 Не заземлен;0;;0;0;0;0;0;3
vs21gr;vs;ВС-21;РУ-10 кВ ТП-73 в сторону ТП-70 Л-82-3 (п.Ладва)(ПСК);false;11;0;0;1;0;1;true;ВС-21 Заземлен;true;ВС-21 Не заземлен;0;;0;0;0;0;0;3
vs22gr;vs;ВС-22;Л-18П-9 отпайка на ТП-300-304 (31 км)(СОТ);false;11;0;0;1;0;1;true;ВС-22 Заземлен;true;ВС-22 Не заземлен;0;;0;0;0;0;0;3
vs23gr;vs;ВС-23;Л-23-15 отпайка на ''зимник''(масляный)(ПСК);false;11;0;0;1;0;1;true;ВС-23 Заземлен;true;ВС-23 Не заземлен;0;;0;0;0;0;0;3
vs24gr;vs;ВС-24;Л-22П-1 Педасельга(ПСК);false;11;0;0;1;0;1;true;ВС-24 Заземлен;true;ВС-24 Не заземлен;0;;0;0;0;0;0;3
vs1kgr;vs;ВС-1К;КРУН-10 кВ ввод № 1 от ТП-1К о.Кижи (ПСК);false;11;0;0;1;0;1;true;ВС-1К Заземлен;true;ВС-1К Не заземлен;0;;0;0;0;0;0;3
vs2kgr;vs;ВС-2К;КРУН-10 кВ ввод № 2 от ТП-1К о.Кижи (ПСК);false;11;0;0;1;0;1;true;ВС-2К Заземлен;true;ВС-2К Не заземлен;0;;0;0;0;0;0;3
vs25gr;vs;ВС-25;ВС-25;false;11;0;0;1;0;1;true;ВС-25 Заземлен;true;ВС-25 Не заземлен;0;;0;0;0;0;0;3
vs26gr;vs;ВС-26;Л-82-11 у ТП-57 (п.Ладва)(КРУН-10)(МТЗ)(ТОЛ-10-1-2 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-26 Заземлен;true;ВС-26 Не заземлен;0;;0;0;0;0;0;3
vs27gr;vs;ВС-27;Между Л-21-7, Л-18П-3 (п.Верховье)(ПСК);false;11;0;0;1;0;1;true;ВС-27 Заземлен;true;ВС-27 Не заземлен;0;;0;0;0;0;0;3
vs28gr;vs;ВС-28;Л-22П-13 (д. Уя)(ПСК);false;11;0;0;1;0;1;true;ВС-28 Заземлен;true;ВС-28 Не заземлен;0;;0;0;0;0;0;3
vs29gr;vs;ВС-29;Л-82-3 ТП-73(ВВ/TEL-10-20/1000)(МТЗ)(100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-29 Заземлен;true;ВС-29 Не заземлен;0;;0;0;0;0;0;3
vs30gr;vs;ВС-30;Отпайка с Л-18П-9 на дачи Падозеро ''Прогресс'' (28 км)(маслен-ый)(от токов КЗ)(СОТ);false;11;0;0;1;0;1;true;ВС-30 Заземлен;true;ВС-30 Не заземлен;0;;0;0;0;0;0;3
vs31gr;vs;ВС-31;РУ-10 кВ ТП-48 ВЛ на ТП-43-46(ПСК);false;11;0;0;1;0;1;true;ВС-31 Заземлен;true;ВС-31 Не заземлен;0;;0;0;0;0;0;3
vs32gr;vs;ВС-32;Л-18П-2 отпайка на ТП-112, 113, 114, ТП-324, ТП-365(ВВ)(ПСК);false;11;0;0;1;0;1;true;ВС-32 Заземлен;true;ВС-32 Не заземлен;0;;0;0;0;0;0;3
vs34gr;vs;ВС-34;Л-18П-9 м.Порожки. Реклоузер-вакуумный выключатель(ОSM/TEL)(МТЗ)(ОЛ-1,25)(ПСК);false;11;0;0;1;0;1;true;ВС-34 Заземлен;true;ВС-34 Не заземлен;0;;0;0;0;0;0;3
vs35gr;vs;ВС-35;РУ-6 кВ РП-2 ввод Л-18П-19(Договор безвозмездного пользования с Сортавальской КЭЧ);false;11;0;0;1;0;1;true;ВС-35 Заземлен;true;ВС-35 Не заземлен;0;;0;0;0;0;0;3
vs36gr;vs;ВС-36;РУ-6 кВ РП-2 ввод Л-18П-3;false;11;0;0;1;0;1;true;ВС-36 Заземлен;true;ВС-36 Не заземлен;0;;0;0;0;0;0;3
vs37gr;vs;ВС-37;РУ-6 кВ РП-2 ввод Л-18П-3 на ТП-29;false;11;0;0;1;0;1;true;ВС-37 Заземлен;true;ВС-37 Не заземлен;0;;0;0;0;0;0;3
vs38gr;vs;ВС-38;РУ-6 кВ РП-2 КЛ на ТП-246;false;11;0;0;1;0;1;true;ВС-38 Заземлен;true;ВС-38 Не заземлен;0;;0;0;0;0;0;3
vs39gr;vs;ВС-39;РУ-6 кВ РП-2 КЛ на ТП-120;false;11;0;0;1;0;1;true;ВС-39 Заземлен;true;ВС-39 Не заземлен;0;;0;0;0;0;0;3
vs40gr;vs;ВС-40;РУ-6 кВ РП-2 секционный;false;11;0;0;1;0;1;true;ВС-40 Заземлен;true;ВС-40 Не заземлен;0;;0;0;0;0;0;3
vs43gr;vs;ВС-43;РУ-6 кВ РП-2 вывод на ТП-123 и ТП-122;false;11;0;0;1;0;1;true;ВС-43 Заземлен;true;ВС-43 Не заземлен;0;;0;0;0;0;0;3
vs41gr;vs;ВС-41;Ввод на ТП-1049 (Заозерье)(АМС Прионеж.);false;11;0;0;1;0;1;true;ВС-41 Заземлен;true;ВС-41 Не заземлен;0;;0;0;0;0;0;3
vs42gr;vs;ВС-42;Л-21-7 между ТП-30 и ТП-351 - демонтирован(Авиаретро-дог-ор);false;11;0;0;1;0;1;true;ВС-42 Заземлен;true;ВС-42 Не заземлен;0;;0;0;0;0;0;3
vs45gr;vs;ВС-45;Л-2П-15 перед д. Косалма(ПСК);false;11;0;0;1;0;1;true;ВС-45 Заземлен;true;ВС-45 Не заземлен;0;;0;0;0;0;0;3
vs46gr;vs;ВС-46;ВС-46;false;11;0;0;1;0;1;true;ВС-46 Заземлен;true;ВС-46 Не заземлен;0;;0;0;0;0;0;3
vs47gr;vs;ВС-47;ВС-47;false;11;0;0;1;0;1;true;ВС-47 Заземлен;true;ВС-47 Не заземлен;0;;0;0;0;0;0;3
vs48gr;vs;ВС-48;ВС-48;false;11;0;0;1;0;1;true;ВС-48 Заземлен;true;ВС-48 Не заземлен;0;;0;0;0;0;0;3
vs49gr;vs;ВС-49;ВС-49;false;11;0;0;1;0;1;true;ВС-49 Заземлен;true;ВС-49 Не заземлен;0;;0;0;0;0;0;3
vs50gr;vs;ВС-50;участок ВЛ-6кВ Л-21-11 от Р-141 до ТП-29 и участком ВЛ-6кВ Л-21-7 от ВС-4 до ТП-18 (PBA/TEL-10-12,5/630)(ПСК);false;11;0;0;1;0;1;true;ВС-50 Заземлен;true;ВС-50 Не заземлен;0;;0;0;0;0;0;3
vs51gr;vs;ВС-51;ВС-51;false;11;0;0;1;0;1;true;ВС-51 Заземлен;true;ВС-51 Не заземлен;0;;0;0;0;0;0;3
vs52gr;vs;ВС-52;Л-21-12 между ТП-102 и ТП-103 д.Верхний Бесовец(КРУН-6)(МТЗ, МТО)(ТОЛ-10-I-2 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-52 Заземлен;true;ВС-52 Не заземлен;0;;0;0;0;0;0;3
vs53gr;vs;ВС-53;Л-5-19, п. Деревянка(МТЗ)(ТПЛ-10 50/5);false;11;0;0;1;0;1;true;ВС-53 Заземлен;true;ВС-53 Не заземлен;0;;0;0;0;0;0;3
vs54gr;vs;ВС-54;Л-46П-19(ПСК);false;11;0;0;1;0;1;true;ВС-54 Заземлен;true;ВС-54 Не заземлен;0;;0;0;0;0;0;3
vs55gr;vs;ВС-55;Л-18П-9 у Р-21 в сторону ТП-323, ТП-309, ТП-367, ТП-294, ТП-138(ВВД8-19-20/630)(МТЗ)(ПСК);false;11;0;0;1;0;1;true;ВС-55 Заземлен;true;ВС-55 Не заземлен;0;;0;0;0;0;0;3
vs56gr;vs;ВС-56;Л-18П-9 у Р-55 в сторону ТП-401, ТП-333, ТП-149(ВВД8-19-20/630)(МТЗ)(ПСК);false;11;0;0;1;0;1;true;ВС-56 Заземлен;true;ВС-56 Не заземлен;0;;0;0;0;0;0;3
vs57gr;vs;ВС-57;Л-46П-19 около оп.№219 ТП-44(ВВ/TEL-10-20/630)(МТЗ)(ТОЛ-10 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-57 Заземлен;true;ВС-57 Не заземлен;0;;0;0;0;0;0;3
vs58gr;vs;ВС-58;Л-46П-19 с.Деревянное около оп.№192(ВВ/TEL-10-20/630)(МТЗ)(ТОЛ-10 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-58 Заземлен;true;ВС-58 Не заземлен;0;;0;0;0;0;0;3
